source_slug,source_name,target_slug,target_name,severity,mechanism,source,confidence,needs_review,evidence
cloridrato-de-propranolol,Cloridrato de Propranolol,fluoxetina-cloridrato,Fluoxetina Cloridrato,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Fluoxetina, paroxetina, bupropiona e quinidina podem aumentar níveis de propranolol."
cloridrato-de-propranolol,Cloridrato de Propranolol,formoterol-di-hidratado,Formoterol Di-Hidratado,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Salbutamol, fenoterol, formoterol e adrenalina podem ter efeito broncodilatador reduzido ou resposta pressórica alterada."
cloridrato-de-propranolol,Cloridrato de Propranolol,glibenclamida,Glibenclamida,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Insulina, glibenclamida, gliclazida, glimepirida e outros antidiabéticos podem ter sintomas de hipoglicemia mascarados."
cloridrato-de-propranolol,Cloridrato de Propranolol,gliclazida,Gliclazida,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Insulina, glibenclamida, gliclazida, glimepirida e outros antidiabéticos podem ter sintomas de hipoglicemia mascarados."
cloridrato-de-propranolol,Cloridrato de Propranolol,glimepirida,Glimepirida,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Insulina, glibenclamida, gliclazida, glimepirida e outros antidiabéticos podem ter sintomas de hipoglicemia mascarados."
cloridrato-de-propranolol,Cloridrato de Propranolol,guaifenesina,Guaifenesina,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Salbutamol, fenoterol, formoterol e adrenalina podem ter efeito broncodilatador reduzido ou resposta pressórica alterada."
cloridrato-de-propranolol,Cloridrato de Propranolol,ibuprofeno,Ibuprofeno,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"AINEs como ibuprofeno, naproxeno e diclofenaco podem reduzir efeito anti-hipertensivo."
cloridrato-de-propranolol,Cloridrato de Propranolol,ivabradina,Ivabradina,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Digoxina, amiodarona, clonidina, ivabradina e outros betabloqueadores, como atenolol, carvedilol, metoprolol e bisoprolol, aumentam risco de bradicardia/bloqueio."
cloridrato-de-propranolol,Cloridrato de Propranolol,metoprolol-succinato,Metoprolol Succinato,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Digoxina, amiodarona, clonidina, ivabradina e outros betabloqueadores, como atenolol, carvedilol, metoprolol e bisoprolol, aumentam risco de bradicardia/bloqueio."
cloridrato-de-propranolol,Cloridrato de Propranolol,naproxeno,Naproxeno,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"AINEs como ibuprofeno, naproxeno e diclofenaco podem reduzir efeito anti-hipertensivo."
cloridrato-de-propranolol,Cloridrato de Propranolol,paroxetina,Paroxetina,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Fluoxetina, paroxetina, bupropiona e quinidina podem aumentar níveis de propranolol."
cloridrato-de-propranolol,Cloridrato de Propranolol,propranolol,Propranolol,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Fluoxetina, paroxetina, bupropiona e quinidina podem aumentar níveis de propranolol."
cloridrato-de-propranolol,Cloridrato de Propranolol,salbutamol-sulfato,Salbutamol Sulfato,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Salbutamol, fenoterol, formoterol e adrenalina podem ter efeito broncodilatador reduzido ou resposta pressórica alterada."
cloridrato-de-propranolol,Cloridrato de Propranolol,abiraterona-acetato-cancer-prostata,Abiraterona,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
cloridrato-de-propranolol,Cloridrato de Propranolol,amoxicilina-clavulanato-de-potassio,Amoxicilina + Clavulanato de Potássio,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
cloridrato-de-propranolol,Cloridrato de Propranolol,associacao-sacubitril-valsartana,Sacubitril + Valsartana,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
cloridrato-de-propranolol,Cloridrato de Propranolol,candesartana-cilexetila,Candesartana Cilexetila,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
cloridrato-de-propranolol,Cloridrato de Propranolol,captopril,Captopril,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
cloridrato-de-propranolol,Cloridrato de Propranolol,cilazapril,Cilazapril,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
cloridrato-de-propranolol,Cloridrato de Propranolol,cloreto-de-sodio-cloreto-de-potassio-cloreto-de-calcio-di-hidratado,Cloreto de Sódio + Cloreto de Potássio + Cloreto de Cálcio Di-Hidratado,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
cloridrato-de-propranolol,Cloridrato de Propranolol,enalapril-maleato,Enalapril Maleato,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
cloridrato-de-propranolol,Cloridrato de Propranolol,eplerenona,Eplerenona,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
cloridrato-de-propranolol,Cloridrato de Propranolol,espironolactona,Espironolactona,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
cloridrato-de-propranolol,Cloridrato de Propranolol,espironolactona-uso-dermatologico-antiandrogenico,Espironolactona Dermatológica,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
cloridrato-de-propranolol,Cloridrato de Propranolol,levosimendana,Levosimendana,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
cloridrato-de-propranolol,Cloridrato de Propranolol,lisinopril,Lisinopril,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
cloridrato-de-propranolol,Cloridrato de Propranolol,losartana-potassica,Losartana Potássica,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
cloridrato-de-propranolol,Cloridrato de Propranolol,olmesartana-medoxomila,Olmesartana Medoxomila,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
cloridrato-de-propranolol,Cloridrato de Propranolol,perindopril,Perindopril,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
cloridrato-de-propranolol,Cloridrato de Propranolol,ramipril,Ramipril,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
cloridrato-de-propranolol,Cloridrato de Propranolol,sulfametoxazol-trimetoprima,Sulfametoxazol + Trimetoprima,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
cloridrato-de-propranolol,Cloridrato de Propranolol,telmisartana,Telmisartana,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
cloridrato-de-propranolol,Cloridrato de Propranolol,valsartana,Valsartana,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
cloridrato-de-protamina,Cloridrato de Protamina,apixabana,Apixabana,warning,Aumento de risco de sangramento,interactions_text,high,false,"Não reverte anticoagulantes orais como varfarina, apixabana, rivaroxabana, dabigatrana ou edoxabana."
cloridrato-de-protamina,Cloridrato de Protamina,rivaroxabana,Rivaroxabana,warning,Aumento de risco de sangramento,interactions_text,high,false,"Não reverte anticoagulantes orais como varfarina, apixabana, rivaroxabana, dabigatrana ou edoxabana."
cloridrato-de-protamina,Cloridrato de Protamina,varfarina,Varfarina,warning,Aumento de risco de sangramento,interactions_text,high,false,"Não reverte anticoagulantes orais como varfarina, apixabana, rivaroxabana, dabigatrana ou edoxabana."
cloridrato-de-protamina,Cloridrato de Protamina,bissulfato-de-clopidogrel,Bissulfato de Clopidogrel,warning,Aumento de risco de sangramento,class_rule,medium,true,Regra por classe: anticoagulante/antiagregante + AINE.
cloridrato-de-protamina,Cloridrato de Protamina,cetoprofeno,Cetoprofeno,warning,Aumento de risco de sangramento,class_rule,medium,true,Regra por classe: anticoagulante/antiagregante + AINE.
cloridrato-de-protamina,Cloridrato de Protamina,dipirona,Dipirona,warning,Aumento de risco de sangramento,class_rule,medium,true,Regra por classe: anticoagulante/antiagregante + AINE.
cloridrato-de-protamina,Cloridrato de Protamina,eplerenona,Eplerenona,warning,Aumento de risco de sangramento,class_rule,medium,true,Regra por classe: anticoagulante/antiagregante + AINE.
cloridrato-de-protamina,Cloridrato de Protamina,etoricoxibe,Etoricoxibe,warning,Aumento de risco de sangramento,class_rule,medium,true,Regra por classe: anticoagulante/antiagregante + AINE.
cloridrato-de-protamina,Cloridrato de Protamina,ibuprofeno,Ibuprofeno,warning,Aumento de risco de sangramento,class_rule,medium,true,Regra por classe: anticoagulante/antiagregante + AINE.
cloridrato-de-protamina,Cloridrato de Protamina,litio,Lítio,warning,Aumento de risco de sangramento,class_rule,medium,true,Regra por classe: anticoagulante/antiagregante + AINE.
cloridrato-de-protamina,Cloridrato de Protamina,misoprostol-analogo-prostaglandina-e1,Misoprostol,warning,Aumento de risco de sangramento,class_rule,medium,true,Regra por classe: anticoagulante/antiagregante + AINE.
cloridrato-de-protamina,Cloridrato de Protamina,naproxeno,Naproxeno,warning,Aumento de risco de sangramento,class_rule,medium,true,Regra por classe: anticoagulante/antiagregante + AINE.
cloridrato-de-protamina,Cloridrato de Protamina,nimesulida,Nimesulida,warning,Aumento de risco de sangramento,class_rule,medium,true,Regra por classe: anticoagulante/antiagregante + AINE.
cloridrato-de-trazodona,Cloridrato de Trazodona,linezolida,Linezolida,danger,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Não usar com IMAO, como tranilcipromina, moclobemida, selegilina, rasagilina ou linezolida."
cloridrato-de-trazodona,Cloridrato de Trazodona,alprazolam,Alprazolam,warning,Sedação e depressão respiratória,interactions_text,high,false,"Álcool, clonazepam, diazepam, alprazolam, lorazepam, zolpidem, opioides, prometazina, hidroxizina, quetiapina e olanzapina aumentam sedação."
cloridrato-de-trazodona,Cloridrato de Trazodona,amitriptilina-cloridrato,Amitriptilina Cloridrato,warning,Risco de síndrome serotoninérgica,interactions_text,high,false,"Serotonérgicos, como fluoxetina, paroxetina, sertralina, citalopram, escitalopram, venlafaxina, duloxetina, clomipramina, amitriptilina, lítio, tramadol, triptanos e Hypericum perforatum, aumentam risco de síndrome serotoninérgica."
cloridrato-de-trazodona,Cloridrato de Trazodona,azitromicina,Azitromicina,warning,Risco de prolongamento de QT ou arritmia,interactions_text,high,false,"Medicamentos que prolongam QT, como amiodarona, sotalol, haloperidol, clorpromazina, quetiapina, azitromicina, claritromicina, levofloxacino, moxifloxacino e ondansetrona, aumentam risco arrítmico."
cloridrato-de-trazodona,Cloridrato de Trazodona,cetoconazol,Cetoconazol,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Cetoconazol, itraconazol, claritromicina, ritonavir e verapamil podem aumentar níveis de trazodona."
cloridrato-de-trazodona,Cloridrato de Trazodona,citalopram,Citalopram,warning,Risco de síndrome serotoninérgica,interactions_text,high,false,"Serotonérgicos, como fluoxetina, paroxetina, sertralina, citalopram, escitalopram, venlafaxina, duloxetina, clomipramina, amitriptilina, lítio, tramadol, triptanos e Hypericum perforatum, aumentam risco de síndrome serotoninérgica."
cloridrato-de-trazodona,Cloridrato de Trazodona,claritromicina,Claritromicina,warning,Risco de prolongamento de QT ou arritmia,interactions_text,high,false,"Medicamentos que prolongam QT, como amiodarona, sotalol, haloperidol, clorpromazina, quetiapina, azitromicina, claritromicina, levofloxacino, moxifloxacino e ondansetrona, aumentam risco arrítmico."
cloridrato-de-trazodona,Cloridrato de Trazodona,clonazepam,Clonazepam,warning,Sedação e depressão respiratória,interactions_text,high,false,"Álcool, clonazepam, diazepam, alprazolam, lorazepam, zolpidem, opioides, prometazina, hidroxizina, quetiapina e olanzapina aumentam sedação."
cloridrato-de-trazodona,Cloridrato de Trazodona,cloridrato-de-amiodarona,Cloridrato de Amiodarona,warning,Risco de prolongamento de QT ou arritmia,interactions_text,high,false,"Medicamentos que prolongam QT, como amiodarona, sotalol, haloperidol, clorpromazina, quetiapina, azitromicina, claritromicina, levofloxacino, moxifloxacino e ondansetrona, aumentam risco arrítmico."
cloridrato-de-trazodona,Cloridrato de Trazodona,cloridrato-de-clomipramina,Cloridrato de Clomipramina,warning,Risco de síndrome serotoninérgica,interactions_text,high,false,"Serotonérgicos, como fluoxetina, paroxetina, sertralina, citalopram, escitalopram, venlafaxina, duloxetina, clomipramina, amitriptilina, lítio, tramadol, triptanos e Hypericum perforatum, aumentam risco de síndrome serotoninérgica."
cloridrato-de-trazodona,Cloridrato de Trazodona,cloridrato-de-duloxetina,Cloridrato de Duloxetina,warning,Risco de síndrome serotoninérgica,interactions_text,high,false,"Serotonérgicos, como fluoxetina, paroxetina, sertralina, citalopram, escitalopram, venlafaxina, duloxetina, clomipramina, amitriptilina, lítio, tramadol, triptanos e Hypericum perforatum, aumentam risco de síndrome serotoninérgica."
cloridrato-de-trazodona,Cloridrato de Trazodona,cloridrato-de-verapamil,Cloridrato de Verapamil,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Cetoconazol, itraconazol, claritromicina, ritonavir e verapamil podem aumentar níveis de trazodona."
cloridrato-de-trazodona,Cloridrato de Trazodona,clorpromazina,Clorpromazina,warning,Risco de prolongamento de QT ou arritmia,interactions_text,high,false,"Medicamentos que prolongam QT, como amiodarona, sotalol, haloperidol, clorpromazina, quetiapina, azitromicina, claritromicina, levofloxacino, moxifloxacino e ondansetrona, aumentam risco arrítmico."
cloridrato-de-trazodona,Cloridrato de Trazodona,diazepam,Diazepam,warning,Sedação e depressão respiratória,interactions_text,high,false,"Álcool, clonazepam, diazepam, alprazolam, lorazepam, zolpidem, opioides, prometazina, hidroxizina, quetiapina e olanzapina aumentam sedação."
cloridrato-de-trazodona,Cloridrato de Trazodona,fluoxetina-cloridrato,Fluoxetina Cloridrato,warning,Risco de síndrome serotoninérgica,interactions_text,high,false,"Serotonérgicos, como fluoxetina, paroxetina, sertralina, citalopram, escitalopram, venlafaxina, duloxetina, clomipramina, amitriptilina, lítio, tramadol, triptanos e Hypericum perforatum, aumentam risco de síndrome serotoninérgica."
cloridrato-de-trazodona,Cloridrato de Trazodona,haloperidol,Haloperidol,warning,Risco de prolongamento de QT ou arritmia,interactions_text,high,false,"Medicamentos que prolongam QT, como amiodarona, sotalol, haloperidol, clorpromazina, quetiapina, azitromicina, claritromicina, levofloxacino, moxifloxacino e ondansetrona, aumentam risco arrítmico."
cloridrato-de-trazodona,Cloridrato de Trazodona,itraconazol,Itraconazol,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Cetoconazol, itraconazol, claritromicina, ritonavir e verapamil podem aumentar níveis de trazodona."
cloridrato-de-trazodona,Cloridrato de Trazodona,levofloxacino,Levofloxacino,warning,Risco de prolongamento de QT ou arritmia,interactions_text,high,false,"Medicamentos que prolongam QT, como amiodarona, sotalol, haloperidol, clorpromazina, quetiapina, azitromicina, claritromicina, levofloxacino, moxifloxacino e ondansetrona, aumentam risco arrítmico."
cloridrato-de-trazodona,Cloridrato de Trazodona,litio,Lítio,warning,Risco de síndrome serotoninérgica,interactions_text,high,false,"Serotonérgicos, como fluoxetina, paroxetina, sertralina, citalopram, escitalopram, venlafaxina, duloxetina, clomipramina, amitriptilina, lítio, tramadol, triptanos e Hypericum perforatum, aumentam risco de síndrome serotoninérgica."
cloridrato-de-trazodona,Cloridrato de Trazodona,lorazepam,Lorazepam,warning,Sedação e depressão respiratória,interactions_text,high,false,"Álcool, clonazepam, diazepam, alprazolam, lorazepam, zolpidem, opioides, prometazina, hidroxizina, quetiapina e olanzapina aumentam sedação."
cloridrato-de-trazodona,Cloridrato de Trazodona,moxifloxacino,Moxifloxacino,warning,Risco de prolongamento de QT ou arritmia,interactions_text,high,false,"Medicamentos que prolongam QT, como amiodarona, sotalol, haloperidol, clorpromazina, quetiapina, azitromicina, claritromicina, levofloxacino, moxifloxacino e ondansetrona, aumentam risco arrítmico."
cloridrato-de-trazodona,Cloridrato de Trazodona,nirmatrelvir-ritonavir,Nirmatrelvir + Ritonavir,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Cetoconazol, itraconazol, claritromicina, ritonavir e verapamil podem aumentar níveis de trazodona."
cloridrato-de-trazodona,Cloridrato de Trazodona,olanzapina,Olanzapina,warning,Sedação e depressão respiratória,interactions_text,high,false,"Álcool, clonazepam, diazepam, alprazolam, lorazepam, zolpidem, opioides, prometazina, hidroxizina, quetiapina e olanzapina aumentam sedação."
cloridrato-de-trazodona,Cloridrato de Trazodona,ondansetrona,Ondansetrona,warning,Risco de prolongamento de QT ou arritmia,interactions_text,high,false,"Medicamentos que prolongam QT, como amiodarona, sotalol, haloperidol, clorpromazina, quetiapina, azitromicina, claritromicina, levofloxacino, moxifloxacino e ondansetrona, aumentam risco arrítmico."
cloridrato-de-trazodona,Cloridrato de Trazodona,paroxetina,Paroxetina,warning,Risco de síndrome serotoninérgica,interactions_text,high,false,"Serotonérgicos, como fluoxetina, paroxetina, sertralina, citalopram, escitalopram, venlafaxina, duloxetina, clomipramina, amitriptilina, lítio, tramadol, triptanos e Hypericum perforatum, aumentam risco de síndrome serotoninérgica."
cloridrato-de-trazodona,Cloridrato de Trazodona,prometazina-cloridrato,Prometazina Cloridrato,warning,Sedação e depressão respiratória,interactions_text,high,false,"Álcool, clonazepam, diazepam, alprazolam, lorazepam, zolpidem, opioides, prometazina, hidroxizina, quetiapina e olanzapina aumentam sedação."
cloridrato-de-trazodona,Cloridrato de Trazodona,sertralina-cloridrato,Sertralina Cloridrato,warning,Risco de síndrome serotoninérgica,interactions_text,high,false,"Serotonérgicos, como fluoxetina, paroxetina, sertralina, citalopram, escitalopram, venlafaxina, duloxetina, clomipramina, amitriptilina, lítio, tramadol, triptanos e Hypericum perforatum, aumentam risco de síndrome serotoninérgica."
cloridrato-de-trazodona,Cloridrato de Trazodona,sotalol,Sotalol,warning,Risco de prolongamento de QT ou arritmia,interactions_text,high,false,"Medicamentos que prolongam QT, como amiodarona, sotalol, haloperidol, clorpromazina, quetiapina, azitromicina, claritromicina, levofloxacino, moxifloxacino e ondansetrona, aumentam risco arrítmico."
cloridrato-de-trazodona,Cloridrato de Trazodona,tramadol-cloridrato,Tramadol Cloridrato,warning,Risco de síndrome serotoninérgica,interactions_text,high,false,"Serotonérgicos, como fluoxetina, paroxetina, sertralina, citalopram, escitalopram, venlafaxina, duloxetina, clomipramina, amitriptilina, lítio, tramadol, triptanos e Hypericum perforatum, aumentam risco de síndrome serotoninérgica."
cloridrato-de-trazodona,Cloridrato de Trazodona,venlafaxina,Venlafaxina,warning,Risco de síndrome serotoninérgica,interactions_text,high,false,"Serotonérgicos, como fluoxetina, paroxetina, sertralina, citalopram, escitalopram, venlafaxina, duloxetina, clomipramina, amitriptilina, lítio, tramadol, triptanos e Hypericum perforatum, aumentam risco de síndrome serotoninérgica."
cloridrato-de-trazodona,Cloridrato de Trazodona,codeina-opioide-analgesico-isolado,Codeína,warning,Risco de síndrome serotoninérgica e convulsões,class_rule,medium,true,Regra por classe: serotoninérgico + tramadol.
cloridrato-de-verapamil,Cloridrato de Verapamil,atenolol,Atenolol,danger,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Evitar verapamil intravenoso com betabloqueadores, como propranolol, atenolol, metoprolol, carvedilol e bisoprolol, pelo risco de bradicardia grave, bloqueio AV e colapso cardiovascular."
cloridrato-de-verapamil,Cloridrato de Verapamil,carvedilol,Carvedilol,danger,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Evitar verapamil intravenoso com betabloqueadores, como propranolol, atenolol, metoprolol, carvedilol e bisoprolol, pelo risco de bradicardia grave, bloqueio AV e colapso cardiovascular."
cloridrato-de-verapamil,Cloridrato de Verapamil,cloridrato-de-propranolol,Cloridrato de Propranolol,danger,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Evitar verapamil intravenoso com betabloqueadores, como propranolol, atenolol, metoprolol, carvedilol e bisoprolol, pelo risco de bradicardia grave, bloqueio AV e colapso cardiovascular."
cloridrato-de-verapamil,Cloridrato de Verapamil,metoprolol-succinato,Metoprolol Succinato,danger,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Evitar verapamil intravenoso com betabloqueadores, como propranolol, atenolol, metoprolol, carvedilol e bisoprolol, pelo risco de bradicardia grave, bloqueio AV e colapso cardiovascular."
cloridrato-de-verapamil,Cloridrato de Verapamil,propranolol,Propranolol,danger,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Evitar verapamil intravenoso com betabloqueadores, como propranolol, atenolol, metoprolol, carvedilol e bisoprolol, pelo risco de bradicardia grave, bloqueio AV e colapso cardiovascular."
cloridrato-de-verapamil,Cloridrato de Verapamil,apixabana,Apixabana,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Sinvastatina, atorvastatina, ciclosporina, tacrolimo, carbamazepina, colchicina, dabigatrana, rivaroxabana e apixabana podem ter níveis aumentados por inibição de CYP3A4/P-gp."
cloridrato-de-verapamil,Cloridrato de Verapamil,atorvastatina,Atorvastatina,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Sinvastatina, atorvastatina, ciclosporina, tacrolimo, carbamazepina, colchicina, dabigatrana, rivaroxabana e apixabana podem ter níveis aumentados por inibição de CYP3A4/P-gp."
cloridrato-de-verapamil,Cloridrato de Verapamil,carbamazepina,Carbamazepina,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Sinvastatina, atorvastatina, ciclosporina, tacrolimo, carbamazepina, colchicina, dabigatrana, rivaroxabana e apixabana podem ter níveis aumentados por inibição de CYP3A4/P-gp."
cloridrato-de-verapamil,Cloridrato de Verapamil,ciclosporina,Ciclosporina,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Sinvastatina, atorvastatina, ciclosporina, tacrolimo, carbamazepina, colchicina, dabigatrana, rivaroxabana e apixabana podem ter níveis aumentados por inibição de CYP3A4/P-gp."
cloridrato-de-verapamil,Cloridrato de Verapamil,clonidina,Clonidina,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Amiodarona, diltiazem, clonidina e ivabradina aumentam risco de bradicardia/bloqueio."
cloridrato-de-verapamil,Cloridrato de Verapamil,cloridrato-de-amiodarona,Cloridrato de Amiodarona,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Amiodarona, diltiazem, clonidina e ivabradina aumentam risco de bradicardia/bloqueio."
cloridrato-de-verapamil,Cloridrato de Verapamil,colchicina,Colchicina,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Sinvastatina, atorvastatina, ciclosporina, tacrolimo, carbamazepina, colchicina, dabigatrana, rivaroxabana e apixabana podem ter níveis aumentados por inibição de CYP3A4/P-gp."
cloridrato-de-verapamil,Cloridrato de Verapamil,digoxina,Digoxina,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,Digoxina pode ter níveis aumentados.
cloridrato-de-verapamil,Cloridrato de Verapamil,diltiazem-cloridrato,Diltiazem Cloridrato,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Amiodarona, diltiazem, clonidina e ivabradina aumentam risco de bradicardia/bloqueio."
cloridrato-de-verapamil,Cloridrato de Verapamil,fenitoina,Fenitoína,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Rifampicina, carbamazepina, fenitoína e fenobarbital podem reduzir efeito."
cloridrato-de-verapamil,Cloridrato de Verapamil,fenobarbital,Fenobarbital,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Rifampicina, carbamazepina, fenitoína e fenobarbital podem reduzir efeito."
cloridrato-de-verapamil,Cloridrato de Verapamil,ivabradina,Ivabradina,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Amiodarona, diltiazem, clonidina e ivabradina aumentam risco de bradicardia/bloqueio."
cloridrato-de-verapamil,Cloridrato de Verapamil,litio,Lítio,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,Lítio pode ter neurotoxicidade alterada.
cloridrato-de-verapamil,Cloridrato de Verapamil,rifampicina,Rifampicina,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Rifampicina, carbamazepina, fenitoína e fenobarbital podem reduzir efeito."
cloridrato-de-verapamil,Cloridrato de Verapamil,rivaroxabana,Rivaroxabana,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Sinvastatina, atorvastatina, ciclosporina, tacrolimo, carbamazepina, colchicina, dabigatrana, rivaroxabana e apixabana podem ter níveis aumentados por inibição de CYP3A4/P-gp."
cloridrato-de-verapamil,Cloridrato de Verapamil,sinvastatina,Sinvastatina,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Sinvastatina, atorvastatina, ciclosporina, tacrolimo, carbamazepina, colchicina, dabigatrana, rivaroxabana e apixabana podem ter níveis aumentados por inibição de CYP3A4/P-gp."
cloridrato-de-verapamil,Cloridrato de Verapamil,tacrolimo,Tacrolimo,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Sinvastatina, atorvastatina, ciclosporina, tacrolimo, carbamazepina, colchicina, dabigatrana, rivaroxabana e apixabana podem ter níveis aumentados por inibição de CYP3A4/P-gp."
clorpromazina,Clorpromazina,carbidopa-levodopa,Carbidopa + Levodopa,danger,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Não usar com levodopa, pois há antagonismo do efeito antiparkinsoniano."
clorpromazina,Clorpromazina,levodopa-benserazida,Levodopa + Benserazida,danger,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Não usar com levodopa, pois há antagonismo do efeito antiparkinsoniano."
clorpromazina,Clorpromazina,levodopa-cloridrato-de-benserazida,Levodopa + Cloridrato de Benserazida,danger,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Não usar com levodopa, pois há antagonismo do efeito antiparkinsoniano."
clorpromazina,Clorpromazina,alprazolam,Alprazolam,warning,Sedação e depressão respiratória,interactions_text,high,false,"Álcool, opioides, benzodiazepínicos como clonazepam, diazepam, alprazolam e lorazepam, zolpidem, barbitúricos, prometazina, hidroxizina, quetiapina e olanzapina aumentam depressão do SNC."
clorpromazina,Clorpromazina,amitriptilina-cloridrato,Amitriptilina Cloridrato,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Anticolinérgicos como biperideno, oxibutinina, solifenacina, amitriptilina e escopolamina aumentam retenção urinária, constipação e confusão."
clorpromazina,Clorpromazina,azitromicina,Azitromicina,warning,Risco de prolongamento de QT ou arritmia,interactions_text,high,false,"Medicamentos que prolongam QT, como amiodarona, sotalol, citalopram, escitalopram, haloperidol, quetiapina, azitromicina, claritromicina, ciprofloxacino, levofloxacino, moxifloxacino, ondansetrona e metadona, aumentam risco de arritmias."
clorpromazina,Clorpromazina,biperideno,Biperideno,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Anticolinérgicos como biperideno, oxibutinina, solifenacina, amitriptilina e escopolamina aumentam retenção urinária, constipação e confusão."
clorpromazina,Clorpromazina,ciprofloxacino,Ciprofloxacino,warning,Risco de prolongamento de QT ou arritmia,interactions_text,high,false,"Medicamentos que prolongam QT, como amiodarona, sotalol, citalopram, escitalopram, haloperidol, quetiapina, azitromicina, claritromicina, ciprofloxacino, levofloxacino, moxifloxacino, ondansetrona e metadona, aumentam risco de arritmias."
